"MembershipID","tIncludeInCurrentMailing","tFRPCanadaMember","tFRPJointMembership","tNewFRPCanadaMember","tNewFRPBCMember","tJoinDate","tFRP-BC(Provincial)","tFRP-BC-FRP-Canada-ADD","tJointMembership(National)","tEndowmentDonation","tTOTAL","tFederalCharitableRegistrationNo","tAgencyName","tAgencyAddress1","tAgencyAddress2","tAgencyProv","tAgencyCity","tAgencyPC","tAgencyPhone","tAgencyFax","tAgencyWebsite","tAgencyDirector","tAgencyContactTitle","tAgencyDirectorPhone","tAgencyDirectorExt","tAgencyDirectorEmail","tAgencyEmail","tAboriginal","tNewtoCanada","tMemberName","tMainProgramContact","tMainContactTitle","tMainContactPhone","tMainContactEmail","tProgramLink","bMember","tNumber","tPolicySurvey","tRegion","tSubRegion","tPopulation","bSameAsAgency","tMemberAddress1","tMemberAddress2","tMemberCity","tMemberProv","tMemberPC","tMemberPhone","tMemberFax","bMailingSameAs","tMailingAddress1","tMailingAddress2","tMailingCity","tMailingProv","tMailingPC","tCommunity","b2007Questionnaire","tCoordinator","tProgramContactTitle","tCoordinatorPhone","tCoordinatorExt","tCoordinatorEmail","tAdditionalContactName","tAdditionalContactTitle","tAdditionalContactExt","tAdditionalContactEmail","tPSPProgressNotes","tPSPEmailContactDate","tPSPPhone1Date","tPSPPhone2Date","tPSPPhone3Date","tPSPPhone4Date","tPSPSelfAssessmentComplete","tPSPPresentation","tPSPPresentationDate","tAccredited","tPSPImplementationComplete","tPSPImplementationDate","tPSPCommitted","tPSPNotCommitted","nBoosterSeatsRequested","nBoosters Delivered","Booster Seats 2008","Booster Seat Total","bFRP","tOther","tUrbanRural","SchoolDistID","tDaysOpenPerWeek","tHoursOpenPerWeek","tServiceType","tPercentageFundingNotMCFD","bMCFDFunding","tGaming","cMCFDAmount","tSuccessBy6","tUnitedWay","tCAP-C","tVancouverFoundation","tMakeChildrenFirst","tIDP","tAboriginalIDP","tMinistryEducation","tPartnerOrganizations","tCommunityInvestments","tFundraising/Donations","tOtherFundingSources","tTotalAnnualFunding","tProgramExpenseTotal","tInKindFunds","tProgrammingDeficit","tFundingAmountForStrongStart","t2003EnhancementGrantAppliedFor","t2003DevelopmentRequest","t2003EnhancementGrantRequest","t2003EnhancementGrantAwarded","t2003IntentionsFor-EG-Funding","t2003EG-Comments","tCapacityGrantRequest","tCapacityGrantApplicationSentOut","tGrantApplicationReceived","tStreamOne","tStreamTwo","tCG-CriteriaMet","tCapacityGrantAmountAwarded","tIntentionsForCapacityGrantFunding","tComments-CapacityGrants","tApplicationNumber","nMembershipType","dRenewal","dUpdate","tReceiptNo","cSatelliteFunding","t2009StatusNotes","tMembershipNotes","tParentChildInteractiveDrop-in","tCounsellingServices","tSupportiveCounselling","tClothingExchange","tPregnancyOutreachProgram","tCommunityKitchenAndNutritionEducation","tDadsDrop-in","tWell-babyClinicsAndHealthScreening","tRespiteChildMinding","tCommunityActivities-DinnersAndFieldTrips","tSpecialNeeds","tCreativePlay-CraftsAndPainting","tAgeAppropriateToys-stations","tNobody'sPerfect","tTriplePParenting","tChildDevelopmentActivities-CircleTime","tEarlyChildhoodIntervention","tLanguageDevelopment","tEarlyLiteracyPrograms","tAboriginalMotherGooseProgram","tYoungParents Program","tParentChildMotherGoose","tWorkshopsAndCourses","tESLForParent/Caregiver","tParentSupportGroups","tPrenatalPrograms","tToyLendingLibrary","tHomeVisiting","tKindergartenReadiness","tFamilyPreservation","tChildCareServices","tEmploymentAndHousing","tDisabilityRelatedServices","nSchoolDistrictID","tPartnership01","tPartnership02","tPartnership03","tPartnership04","tPartnership05","tPartnership06","tPartnership07","tPartnership08","tPartnership09","tPartnership10","tPartnership11","tPartnership12","tDSA2005NominationReceived","tDSA2005AwardWinner","tDSA2006NominationReceived","tDSA2006AwardWinner","tDSA2007NominationReceived","tDSA2007AwardWinner","tDSA2008Applied","tDSA2008AwardWinner","tDSA2008AwardAppliedFor","tDSA2007AwardAppliedFor","tCAPC Program"
67,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","13127 4110 RR0001","Kootenay Kids Society","312 Silica Street",,"BC","Nelson","V1L 4M5","2503526678","2503542055","www.kootenaykids.ca#http://www.kootenaykids.ca#","Valerie Warmington","Executive Director","2503526678",232,"valeriew@kootenaykids.ca","info@kootenaykids.ca","4","3","Kootenay Kids Family Place","Valerie Warmington","Executive Director","(250) 352-6678","valeriew@kootenaykids.ca",,1,"090",0,"Interior",,"9,923",1,"312 Silica Street",,"Nelson","BC","V1L 4M5","2503526678","2503542055",1,"312 Silica Street",,"Nelson","BC","V1L 4M5","Nelson",1,"Jennifer Sebastian","Family Place Programs Manager","2503526678","227","jennifers@kootenaykids.ca","Trina Graham","ECE Coordinator","236","trinag@kootenaykids.ca","Doing worksheet and will roll into CARF Accreditat","March 2009","March 2009","April 2009",,,0,0,,1,0,,1,0,10,"5","5","10",1,,"Rural",,,,"Multi-service","57.34",1,,"35000.0000",,,,,,,,,,,,,,"52500.0000","5000.0000","27500.0000",,1,,,"20000.0000",,,"20000.0000",1232006400000,1235721600000,1,0,1,"20000.0000","Partner with and mentor Crawford Bay School in est","FRP-BC was contacted by Crawford Bay School to inq","Interior - 9",1,1372662000000,1338274800000,"53",,"Paid Membership Dues to FRP Canada","Updated as per Q.  Three satellites - need clarity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Crawford Bay Elementary-Secondary School","Success by Six","Children First","Columbia Basin Alliance for Literacy",,,,,,,,,0,0,0,0,0,0,0,0,,,1
68,0,0,1,1,0,"2008",,,"100.0000",,"100.0000",,"Ladysmith Resources Centre Association","630 2nd Avenue","Box 1653 - 721 1st Ave.","BC","Ladysmith","V9G 1B2","2502453079","2052453798","www.lrca.bc.ca#http://www.lrca.bc.ca#","Dennis Lait","Executive Director","2502453079",,"dennis@lrca.bc.ca","info@lrca.bc.ca","45","0","Born Healthy","Cindy Warren","Project Coordinator","(250) 245-3079","cindy@lrca.bc.ca","#http://www.lrca.bc.ca/pdfs/026.pdf#",1,"006",0,"Vancouver Island",,"7,200",1,"630 2nd Avenue","Box 1653 - 721 1st Ave.","Ladysmith","BC","V9G 1B2","2502453079","2052453798",1,"630 2nd Avenue","Box 1653 - 721 1st Ave.","Ladysmith","BC","V9G 1B2","Ladysmith",0,"Cindy Warren","Program Coordinator","2502453079",,"cindy@lrca.bc.ca","Karen Fediuk","Program Coordinator",,"karen@lrca.bc.ca",,,,,,,0,0,,0,0,,0,1,,,,,1,,"Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,1,1372662000000,1343718000000,"94",,"Said no to Joint Membership Offer","Social Development:0-6 Program Coordinator - Louis",1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,68,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
70,0,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Langley Community Services Society","5339 - 207th Street",,"BC","Langley","V3A 2E6","6045347921","6045349884","www.lcss.ca#http://www.lcss.ca#","Bill Dartnell","Executive Director","6045347921",1221,"bdartnell@lcss.ca","info@lcss.ca","0",,"Langley Family Place","Jenilee Woods","Family Resource Program Manager","(604) 534-7921","jwoods@lcss.ca",,1,"130",0,"Fraser Valley",,"117,332",0,"20581 Fraser Highway",,"Langley","BC","V3A 4G4","6045347921","6045343110",0,"5339 - 207th Street",,"Langley","BC","V3A 2E6","Langley",0,"Jenilee Woods","Family Resource Program Manager","6045347921","1240","jwoods@lcss.ca","Ruby Aulakh","Early Childhood Educator",,"famplace@lcss.ca","They will be rolling this into CARF accreditation.  Follow up end of summer.  Confirmed they are involved in re-writing existing policy to meet CARF and FRP-BC Standards.","March 2009","May 2009","August 2009","October 2009",,0,0,,1,0,,1,0,25,"D",,,1,,"Urban",,"5","9 - 11:30","Multi-service","8",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1372662000000,1342422000000,"85",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)","Due to fire, Family Place is operating from Dougla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
71,0,0,1,0,0,"2007",,,"100.0000",,"100.0000",,"Mackenzie Counselling Services Society","Box 790",,"BC","Mackenzie","V0J 2C0","2509976595","2509973903","www.mackenziecounselling.ca#http://www.mackenziecounselling.ca#","Donna Cunningham","Executive Director","2509976595",235,"donna.cunningham@mackenziecounselling.ca","reception@mackenziecounselling.ca","0",,"Mackenzie - Parents & Tots","Donna Cunningham","Executive Director","(250) 997-6595","donna.cunningham@mackenziecounselling.ca",,1,"109",0,"Northern",,"5,452",1,"Box 790",,"Mackenzie","BC","V0J 2C0","2509976595","2509973903",1,"Box 790",,"Mackenzie","BC","V0J 2C0","Mackenzie",0,"Donna Cunningham","Executive Director","2509976595","235","donna.cunningham@mackenziecounselling.ca",,,,,,,,,,,1,0,,1,1,1262246400000,1,0,10,"10","10","10",1,,"Ultra Rural",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,2,1364799600000,1331107200000,"011",,"Sent email query.  Are you going to renew?  If not you will be removed from our database, on-line directory and distribution lists.    Confirmed email receipt.  Responded-Yes, they will send membership payment.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,,,,,,,,,,,,0,0,0,0,0,0,1,0,"Continuum of Service",,0
72,0,1,1,0,0,"2006",,,"100.0000",,"100.0000",,"Mainland BC Military Family Resource Centre","4050 West 4th Avenue",,"BC","Vancouver","V6R 1P6","6042252520","6046664290","www.bcmfrc.com#http://www.bcmfrc.com#","Louise Smith","Executive Director","6042252520",2518,"louise@bcmfrc.com","office@bcmfrc.com","0",,"Mainland BC Military Family Resource Centre","Louise Smith","Executive Director","(604) 225-2520","louise@bcmfrc.com",,1,"058",0,"Vancouver Coastal",,"578,041",0,"4050 West 4th Avenue",,"Vancouver","BC","V6R 1P6","6048581011","6046664290",1,"4050 West 4th Avenue",,"Vancouver","BC","V6R 1P6","Vancouver",0,"Ann Adkins","Social Worker",,,"ann@bcmfrc.com","Theresa Lilly","Program Coordinator",,"theresa@bcmfrc.com",,,,,,,0,0,,0,0,,0,1,,,,,1,"FRP","Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,2,1341126000000,1309762800000,"935",,"Membership Dues Paid to FRP Canada","Lynn McCarthy    (604) 219-9995
Accounts Manager
lynn@bcmfrc.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
73,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"Maple Ridge / Pitt Meadows Community Services","11907 - 228 th Street",,"BC","Maple Ridge","V2X 8G8","6044676911","6044632988","www.comservice.bc.ca#http://www.comservice.bc.ca#","Vicki Kipps","Executive Director","6044676911",,"vkipps@comservice.bc.ca",,"5.7","2.8","Community Services Family Place","Vicki Kipps","Executive Director","(604) 467-6911","vkipps@comservice.bc.ca",,1,"046",0,"Vancouver Coastal","Tri-City","68,949",0,"22359 - 119th Avenue",,"Maple Ridge","BC","V2X 2Z2","6044668484",,1,"22359 - 119th Avenue",,"Maple Ridge","BC","V2X 2Z2","Maple Ridge",0,"Kristy Rogge","Director of Programs and Services","6044668484","222","krogge@comservice.bc.ca",,,,,"Contact again.  Needs 3rd reminder.

Reminder?  Still no response.","March 2009","May 2009",,,,0,0,,1,0,,0,1,50,"20","20","40",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1349074800000,1316502000000,"964",,,"No drop-in at agency address

Mailed membership form via Post in March. No reply.  Called April 26 and left a message",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
74,1,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Marpole Oakridge Family Place Society","1305 W. 70th Avenue",,"BC","Vancouver","V6P 2Y6","6042631405","8666883622","www.mofp.org#http://www.mofp.org#","Tracy Howard","Executive Director","6042631405",,"ed@mofp.org","info@mofp.org","5","80","Marpole Oakridge Family Place","Tracy Howard","Executive Director","(604) 263-1405","ed@mofp.org",,1,"065",0,"Vancouver Coastal","Marpole","578,041",1,"1305 W. 70th Avenue",,"Vancouver","BC","V6P 2Y6","6042631405","8666883622",1,"1305 W. 70th Avenue",,"Vancouver","BC","V6P 2Y6","Vancouver",0,"Carol Chu","Facilitator","6042631405",,"info@mofp.org",,,,,,,,,,,0,0,,0,0,,1,0,20,"9",,,1,,"Urban",,,,"Stand Alone",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1364799600000,1331535600000,"007",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
75,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","1077 06723 RR0001","Mission Community Services","33179 2nd Avenue",,"BC","Mission","V2V 1J9","6048263634","6048200634","www.missioncommunityservices.com#http://www.missioncommunityservices.com#","Tony Lapointe","Executive Director","6048263634",,"mcssexecdir@missioncommunityservices.com",,"4","1","Mission ""4 Kids"" Family Place","Laura Hope","Program Coordinator","(604) 826-3634","laura.hope@missioncommunityservices.com",,1,"022",0,"Fraser Valley",,"35,262",0,"7369 James Street",,"Mission","BC","V2V 3V7","6048263323",,1,"7369 James Street",,"Mission","BC","V2V 3V7","Mission",1,"Sylvia Hopkins","Family Place Coordinator","6048263323",,"sylvia.hopkins@missioncommunityservices.com","Laura Hope","Program Coordinator","237","laura.hope@missioncommunityservices.com","New staff here.  New Executive Director and Program Manager","March 2009","May 2009",,,,0,0,,1,0,,1,0,,,,,1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"35589.7500","15589.7500","20000.0000",,1,,,"10000.0000",,,"20000.0000",1238482800000,1242111600000,1,0,1,"20000.0000","To build capacity within their ""Treehouse"" satelli","They are partnering with themselves.  The applicat","FV-9",1,1364799600000,1338534000000,"56",,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,75,,,,,,,,,,,,,0,0,0,0,0,0,1,0,"Continuum of Service",,1
76,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"Mount Pleasant Family Centre","2910 St. George St.",,"BC","Vancouver","V5T 4L9","6048726757","6048726750","#http://www.mpfamilycentre.ca/#","Gini Bonner","Executive Director","6048726757",,"ginimpfc@telus.net","mpfc@telus.net","1","40","Mount Pleasant Family Place","Gini Bonner","Executive Director","(604) 872-6757","ginimpfc@telus.net",,1,"042",1,"Vancouver Coastal",,"578,041",1,"2910 St. George St.",,"Vancouver","BC","V5T 4L9","6048726757","6048726750",1,"2910 St. George St.",,"Vancouver","BC","V5T 4L9","Vancouver",0,"Flora Purcell","Adult Program Coordinator","6048726757",,"purcell_flora@hotmail.com","Annette Faber","Financial Administrator",,"anetmpfc@telus.net",,,,,,,0,0,,0,0,,1,0,15,"15","10","10",1,,"Urban",,,,"Stand Alone","27",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1380610800000,1334041200000,"Winner-DSA",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
77,0,0,1,1,0,"2006",,,"100.0000",,"100.0000","Indian Band","Nak'azdli Band","Highway 27","PO Box 1329","BC","Fort St. James","V0J 1P0","2509967171","2509968010","www.nakazdli.ca#http://www.nakazdli.ca#","Charlett Diston","Social Development Administrator","2509967171",235,"charlett@nakazdli.ca","reception@nakazdli.ca","100","0","Nak'azdli Family Resource Centre","Charlett Diston","Social Development Administrator","(250) 996-7171","charlett@nakazdli.ca",,1,"074",0,"Northern",,"2,000",1,"Highway 27","PO Box 1329","Fort St. James","BC","V0J 1P0","2509967171","2509968010",1,"Highway 27","PO Box 1329","Fort St. James","BC","V0J 1P0","Fort St. James",0,"Stacey Karey","Family Care Worker","2509967171","272","staceyk@nakazdli.ca",,,,,,,,,,,0,0,,0,0,,0,1,,,"5","5",1,,"Ultra Rural",,"3",,"Multi-service",,0,,,,,,,,,,,,,,,,"38620.0000","27851.0000","10769.0000","0.0000",0,,,,,,"10000.0000",1210921200000,1214550000000,0,1,1,"10000.0000","Increase Number of days centre is open;          P","The centre is located on a reserve yet services ar","N-3",2,1372662000000,1342422000000,"82","0.0000","Paid Membership Dues to FRP-BC",,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,91,"MCFD","Nezul Be Hunuyeh Child and Family Services","Nechako Valley Community Services","Women's Fireweed Safe Haven","Prince George CCRR",,,,,,,,0,0,0,0,0,0,0,0,,,0
78,0,0,1,0,0,"2002",,,"100.0000",,"100.0000",,"Boys & Girls Clubs of Central Vancouver Island","#20 Fifth Street",,"BC","Nanaimo","V9R 1M7","2507543215","2507544771","www.bgccvi.com#http://www.bgccvi.com#","Sarah Bryce","Director of ECD/FRP","2507543215",28,"sbryce@bgccvi.com","reception@bgccvi.com","5","3","BGCCVI - Lantzville Family Place","Sarah Bryce","Director of ECD/FRP","(250) 390-4001","sbryce@bgccvi.com","www.bgccvi.com/content.asp?L=E&DocID=25#http://www.bgccvi.com/content.asp?L=E&DocID=25#",1,"045",0,"Vancouver Island",,"78,692",0,"#7 - 7221","PO Box 539","Lantzville","BC","V0R 2H0","2503904001","2507544771",0,"#20 Fifth Street",,"Nanaimo","BC","V9R 1M7","Nanaimo",0,"Karen Sprott","Coordinator","2503904001",,"lantzville@bgccvi.com","Ian Kalina","Executive Director","23","ikalina@bgccvi.com",,,,,,,0,0,,1,0,,1,0,10,"10","10","20",1,,"Urban",,,,"Multi-service","100",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,2,1372662000000,1342422000000,"91",,"Said no to Joint Membership Offer","Moire Porter
Coordinator of Early Childhood Devel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
80,0,0,0,0,0,"2002",,,,,,,"Nanoose First Nation","209 Mallard Way",,"BC","Lantzville","V0R 2H0","2503900003","2503901537","www.nanoose.org/#http://www.nanoose.org/#","Alia Zimmer",,"2503900003",,"headstart@nanoose.org","headstart@nanoose.org","100","0","Uy' Sqwalawun","Alia Zimmer",,"(250) 390-0003","headstart@nanoose.org","www.nanoose.org/NewUy.htm#http://www.nanoose.org/NewUy.htm#",1,"107",0,"Vancouver Island",,"3,807",0,"111 Snaw-naw-as Road",,"Lantzville","BC","V0R 2H0","2503900003","2503901537",0,"209 Mallard Way",,"Lantzville","BC","V0R 2H0","Lantzville",0,"Alia Zimmer",,"2503900003",,"headstart@nanoose.org",,,,,,,,,,,0,0,,0,0,,0,1,,,,,1,"Head Start","Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"7208.0000",,,,,,0,0,0,,,,,1,1301641200000,1305961200000,"757",,"Sent renewal note via email.  Confirmed they will renew - waiting for payment","They run a Mother Goose Program but as of March 20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
81,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","1407 380006 RR0001","New Westminster Family Place Society","#101 - 93 Sixth Street",,"BC","New Westminster","V3L 2Z8","6045203666","6045209906","www.nwfamily.bc.ca#http://www.nwfamily.bc.ca#","Marjorie Staal","Executive Director","6045203666",,"marjorie@nwfamily.bc.ca","info@nwfamily.bc.ca","2","40","New Westminster Family Place","Marjorie Staal","Executive Director","(604) 520-3666","marjorie@nwfamily.bc.ca",,1,"004",1,"Vancouver Coastal",,"58,549",1,"#101 - 93 Sixth Street",,"New Westminster","BC","V3L 2Z8","6045203666","6045209906",1,"#101 - 93 Sixth Street",,"New Westminster","BC","V3L 2Z8","New Westminster",1,"Fay Duxbury","Coordinator","6045203666",,"fay@nwfamily.bc.ca",,,,,"Marjorie Staal has reviewed all the material","March 2009","March 2009","July 16, 2009",,,0,0,,0,0,,1,0,15,"5","10","15",1,"FRP","Urban",,,,"Stand Alone","42.5",1,,"115687.0000",,,,,,,,,,,,,,"13395.0000","3300.0000","10095.0000",,1,,,"15000.0000",,,"10095.0000",1238482800000,1242111600000,1,0,1,"10095.0000","Requesting funding for a co-operative partnership ","Well written application with clear intent and ref","FV - 1",1,1372662000000,1342422000000,"87",,,"Updated via Q.  Need address information on the Fo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
82,1,0,1,1,0,"2006",,,"100.0000",,"100.0000",,"Nil/Tu, O Child & Family Services","1-2475 Mt. Newton Cross Rd.",,"BC","Saanichton","V8M 2B7","2505441400","2505441402","www.niltuo.ca#http://www.niltuo.ca#","Katharina Patterson","Executive Director","2505441400",233,"kpatterson@niltuo.com","reception@niltuo.com","100",".5","Family Drop-in Resource Group","Michelle Anderson","Family Support Worker","(250) 544-1400","manderson@niltuo.com",,1,"093",0,"Vancouver Island",,"108,265",1,"1-2475 Mt. Newton Cross Rd.",,"Saanichton","BC","V8M 2B7","2505441400","2505441402",1,"1-2475 Mt. Newton Cross Rd.",,"Saanichton","BC","V8M 2B7","Saanichton",0,"Michelle Anderson","Family Support Worker","2505441400","222","manderson@niltuo.com","Pam Jack","Team Leader of Western Region","225","pjack@niltuo.com",,,,,,,0,0,,0,0,,0,1,20,"20","10","30",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1210921200000,,0,0,0,,,,,1,1364799600000,1334041200000,"37",,"Paid Membership Dues to FRP-BC.  Accounted for in payment from FRP-BC to FRP Canada (March 2009)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
85,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","10755 8264 RR0001","North Kootenay Lake Community Services Society","336 B Ave.","Box 546","BC","Kaslo","V0G 1M0","2503537691","2503537694","www.nklcss.org#http://www.nklcss.org#","Janice M. Murphy","Executive Director","2503537691",,"janicemmurphy@nklcss.org","office@nklcss.org","5","0","NKL - Parent & Child Time (PACT)","Janice M. Murphy","Executive Director","(250) 353-7691","janicemmurphy@nklcss.org",,1,"123",1,"Interior",,"1,087",0,"Box 546",,"Kaslo","BC","V0G 1M0","2503537691","2503537694",1,"Box 546",,"Kaslo","BC","V0G 1M0","Kaslo",1,"Sarah Evans","Coordinator","2503537691",,"sarahevans@nklcss.org","Barb Cyr",,,"barbcyr@nklcss.org","Doing the worksheets.  Will roll this into their C","March 2009","April 2009",,,,0,0,,1,0,,1,0,12,"7","5","12",1,,"Ultra Rural",,"2",,"Multi-service",,1,,"14088.0000",,,,,,,,,,,,,,"20000.0000","0.0000","20000.0000",,1,,,"17500.0000",,,"20000.0000",1232006400000,1235721600000,1,0,1,"20000.0000","With attendance at capacity, funding would be allo","Largest rural agency on Kootenay Lake with the cap","Interior - 8",2,1364799600000,1331535600000,"018","3600.0000","Paid Membership Dues to FRP-BC","Udated via Questionnaire.  


Ramona Faust
Adm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Kootenay Lake Family Network","Lardeau Valley Hall Society","Columbia Basin Alliance for Literacy",,,,,,,,,,0,0,0,0,0,0,0,0,,,1
86,0,0,1,1,0,"2006",,,"100.0000",,"100.0000","122662778","North Peace Community Resources Society","10142 - 101st  Avenue",,"BC","Fort St. John","V1J 2B3","2507856021","2507854659","#http://www.npcrs.bc.ca/#","Karla Marsh","Executive Director","2507856021",229,"executivedirector@npcrs.bc.ca","info@npcrs.bc.ca","10","17","North Peace Family Place","Pam Lillico","Program Coordinator","(250) 785-6021","familyplace@npcrs.bc.ca","www.npcrs.bc.ca/programs-services/the-family-place#http://www.npcrs.bc.ca/programs-services/the-family-place#",1,"161",0,"Northern",,"18,270",1,"10142 - 101st  Avenue",,"Fort St. John","BC","V1J 2B3","2507856021","2507854659",1,"10142 - 101st  Avenue",,"Fort St. John","BC","V1J 2B3","Fort St. John",0,"Pam Lillico","Program Coordinator","2507856021","232","familyplace@npcrs.bc.ca",,,,,,,,,,,0,0,,1,0,,0,1,20,"20","10","10",1,,"Rural",,,,"Multi-service","77.26",0,,,"9389.0000",,,,,,,,,,,,,"20000.0000","0.0000","20000.0000",,0,,,,,,"20000.0000",1227168000000,1229068800000,1,0,1,,"Stream 1:  $7,500 to the Literacy Society and $7,5","Stream 1: clear understanding of the importance an","N-5",1,1372662000000,1339743600000,"69",,"Yes to Joint Membership offer.  New FRP Canada member.  Renewal date for both associations will be August 1, 2010.  Sent new form - payment being processed",,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,60,"Northern Health","Success by 6","Words on Wheels Literacy Bus Project","Fort St. John Literacy Society","The Parents & Tots Playgroup Society",,,,,,,,0,0,0,0,0,0,0,0,,,0
87,0,1,1,0,0,"2005",,,"100.0000",,"100.0000",,"North Shore Community Resources Society","201-935 Marine Drive",,"BC","North Vancouver","V7P 1S3","6049857138","6049850645","www.nscr.bc.ca#http://www.nscr.bc.ca#","Tunde Getanch","Community Access Consultant","6049857138",,"tunde.getanch@nscr.bc.ca","nscr@nscr.bc.ca","0",,,"Diane Atkinson","CAPC Coordinator","(604) 982-3304","diane.atkinson@nscr.bc.ca",,1,"082",0,"Vancouver Coastal",,"127,727",0,,,,,,,,0,"201-935 Marine Drive",,"North Vancouver","BC","V7P 1S3","North Vancouver",1,,,,,,"Diane Atkinson","CAPC Coordinator",,"diane.atkinson@nscr.bc.ca","They said they don't run a FRP.  Not the information I have.",,,,,,0,0,,0,0,,0,1,,,,,0,"CAPC","Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1372662000000,1343718000000,"97",,"Sent membership renewal reminder: June 1","sue.irwin@nscr.bc.ca

They do not run a Family R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
